0.484211,0.764822,0.509804,0.543011,0.173913,0.248276,0.065401,0.634615,0.141956,0.543515,0,0.222642,0.247504,0.03
0.744737,0.152174,0.633987,0.731183,0.173913,0.67931,0.531646,0.134615,0.460568,0.179181,0.700855,0.713208,0.094151,0.02
0.478947,0.5,0.575163,0.569892,0.391304,0.231034,0.054852,0.884615,0.173502,0.366894,0.282051,0.316981,0.208274,0.03
0.5,0.409091,0.653595,0.516129,0.282609,0.193103,0.033755,0.75,0.107256,0.283276,0.196581,0.392453,0.229672,0.03
0.623684,0.762846,0.75817,0.731183,0.456522,0.344828,0.130802,0.25,0.22082,0.616041,0.111111,0.245283,0.25107,0.03
0.831579,0.167984,0.509804,0.274194,0.413043,0.8,0.757384,0.346154,0.457413,0.633106,0.589744,0.584906,1,0.01
0.707895,0.136364,0.522876,0.284946,0.413043,0.834483,0.702532,0.096154,0.514196,0.47099,0.299145,0.603774,0.71826,0.01
0.834211,0.201581,0.490196,0.204301,0.456522,0.789655,0.64346,0.384615,0.492114,0.466724,0.435897,0.596226,0.835949,0.01
0.721053,0.229249,0.640523,0.306452,0.48913,0.696552,0.516878,0.480769,0.400631,0.428328,0.504274,0.626415,0.782454,0.01
0.213158,0.424901,0.346405,0.354839,0.456522,0.255172,0.206751,0.557692,0.170347,0.116894,0.358974,0.471698,0.158345,0.02
0.602632,0.494071,0.444444,0.543011,0.23913,0.327586,0.088608,0.596154,0.264984,0.609215,0.008547,0.132075,0.265335,0.03
0.352632,0.065217,0.261438,0.38172,0.195652,0.875862,0.719409,0.192308,0.485804,0.274744,0.42735,0.566038,0.272468,0.02
0.3,0.140316,0.542484,0.408602,0.369565,0.313793,0.297468,0.596154,0.195584,0.142491,0.777778,0.362264,0.054922,0.02
0.881579,0.22332,0.444444,0.032258,0.347826,0.8,0.696203,0.288462,0.804416,0.530717,0.564103,0.65283,0.905136,0.01
0.297368,0.171937,0.398693,0.612903,0.217391,0.275862,0.28481,0.557692,0.362776,0.099829,0.675214,0.373585,0.154779,0.02
0.881579,0.563241,0.379085,0.247312,0.347826,0.782759,0.597046,0.25,0.561514,0.308874,0.42735,0.818868,0.561341,0.01
0.797368,0.278656,0.594771,0.333333,0.554348,0.558621,0.457806,0.326923,0.264984,0.321672,0.444444,0.871698,0.725392,0.01
0.423684,0.12253,0.20915,0.290323,0.326087,0.358621,0.225738,0.75,0.066246,0.381399,0.376068,0.120755,0.122682,0.02
0.797368,0.175889,0.379085,0.247312,0.608696,0.696552,0.597046,0.192308,0.533123,0.372867,0.470085,0.920755,0.35806,0.01
0.815789,0.664032,0.679739,0.704301,0.282609,0.368966,0.088608,0.807692,0.29653,0.675768,0.059829,0.124528,0.201141,0.03
0.563158,0.365613,0.437908,0.462366,0.543478,0.231034,0.07173,0.75,0.33123,0.6843,0.051282,0.132075,0.400856,0.03
1,0.177866,0.30719,0.139785,0.293478,0.627586,0.556962,0.288462,0.495268,0.334471,0.461538,0.596226,0.547076,0.01
0.581579,0.365613,0.764706,0.516129,0.521739,0.627586,0.495781,0.480769,0.444795,0.259386,0.42735,0.626415,0.325963,0.01
0.531579,0.179842,0.555556,0.354839,0.304348,0.506897,0.440928,0.288462,0.324921,0.253413,0.495726,0.467925,0.589872,0.01
0.378947,0.15415,0.326797,0.408602,1,0.524138,0.407173,0.346154,0.905363,0.112628,0.529915,0.513208,0.470043,0.02
0.823684,0.349802,0.509804,0.462366,0.228261,0.241379,0.075949,0.576923,0.26183,0.71843,0.068376,0.166038,0.272468,0.03
0.35,0.610672,0.444444,0.516129,0.195652,0.455172,0.122363,0.692308,0.198738,0.543515,0.017094,0.116981,0.172611,0.03
0.978947,0.195652,0.45098,0,0.228261,0.731034,0.706751,0.557692,0.757098,0.351536,0.606838,0.550943,0.621969,0.01
0.547368,0.229249,0.686275,0.758065,0.5,0.42069,0.198312,0.230769,0.362776,0.496587,0.059829,0.022642,0.10485,0.03
0.478947,0.16996,0.535948,0.344086,0.271739,0.517241,0.42827,0.230769,0.33123,0.226109,0.470085,0.890566,0.525678,0.01
0.626316,0.612648,0.27451,0.397849,0.217391,0.506897,0.493671,0.25,0.337539,0.255973,0.316239,0.65283,0.539943,0.01
0.713158,0.183794,0.359477,0.268817,0.521739,0.558621,0.540084,0.134615,0.381703,0.389932,0.324786,0.728302,0.557775,0.01
0.276316,0.116601,0.392157,0.655914,0,0.42069,0.263713,0.538462,0.305994,0.039249,0.452991,0.732075,0.247504,0.02
0.352632,0.092885,0.562092,0.360215,0.304348,0.496552,0.487342,0.442308,0.526814,0.283276,0.555556,0.388679,0.285307,0.02
0.321053,0.195652,0.27451,0.408602,0.108696,0.231034,0.35654,0.442308,0.384858,0.180887,0.393162,0.716981,0.165478,0.02
0.476316,0.438735,0.594771,0.677419,0.336957,0.462069,0.054852,0.75,0.126183,0.31058,0.299145,0.332075,0.222539,0.03
0.276316,0.077075,0.529412,0.677419,0.086957,0.351724,0.261603,0.5,0.312303,0.078498,0.65812,0.54717,0.25107,0.02
0.671053,0.181818,0.431373,0.413978,0.391304,0.648276,0.601266,0.153846,0.485804,0.479522,0.470085,0.607547,0.882311,0.01
0.665789,0.1917,0.398693,0.258065,0.51087,0.748276,0.622363,0.384615,0.608833,0.413823,0.350427,0.796226,0.368759,0.01
0.352632,0.08498,0.143791,0.44086,0.086957,0.389655,0.350211,0.25,0.198738,0.290102,0.495726,0.833962,0.165478,0.02
0.407895,0.108696,0.261438,0.462366,0.358696,0.172414,0.050633,0.75,0.312303,0.539249,0.034188,0.10566,0.258203,0.03
0.431579,0.047431,0.352941,0.354839,0.315217,0.42069,0.337553,0.307692,0.33123,0.114334,0.589744,0.713208,0.122682,0.02
0.163158,0.183794,0.601307,0.784946,0.195652,0.324138,0.267932,0.5,0.293375,0.112628,0.700855,0.732075,0.202568,0.02
0.75,0.227273,0.581699,0.193548,0.336957,0.782759,0.679325,0.057692,0.40694,0.354096,0.290598,0.864151,0.582739,0.01
0.531579,0.616601,0.405229,0.596774,0.163043,0.231034,0.263713,0.903846,0.381703,0.300341,0.25641,0.279245,0.169044,0.02
0.5,0.604743,0.620915,0.387097,0.347826,0.493103,0.436709,0.211538,0.495268,0.274744,0.418803,0.849057,0.350927,0.01
0.207895,0.144269,0.189542,0.505376,0.173913,0.344828,0.265823,0.307692,0.353312,0.057167,0.350427,0.777358,0.154779,0.02
0.1,0,0.522876,0.516129,0.195652,0.517241,0.352321,0.538462,0.324921,0.153584,0.478632,0.392453,0.11127,0.02
0.331579,0.171937,0.333333,0.483871,0.358696,0.041379,0.14346,0.442308,0.33123,0.151024,0.316239,0.207547,0.422254,0.02
0.536842,0.150198,0.261438,0.22043,0.304348,0.489655,0.485232,0.269231,0.302839,0.206485,0.547009,0.535849,0.529244,0.01
0.684211,0.211462,0.653595,0.311828,0.456522,0.644828,0.542194,0.307692,0.33123,0.513652,0.632479,0.607547,0.736091,0.01
0.389474,0.195652,0.183007,0.489247,0.163043,0.42069,0.333333,0.346154,0.337539,0.141638,0.42735,0.867925,0.281027,0.02
0.613158,0.359684,0.424837,0.462366,0.206522,0.144828,0.033755,0.442308,0.072555,0.368601,0.136752,0.45283,0.35806,0.03
0.139474,0.258893,1,0.919355,0.532609,0.758621,1,0.634615,0.460568,0.40273,0.333333,0.913208,0.133381,0.02
0.255263,0.531621,0.196078,0.408602,0.184783,0.351724,0.274262,0.442308,0.460568,0,0.333333,0.671698,0.203994,0.02
0.744737,0.120553,0.372549,0.247312,0.304348,0.689655,0.592827,0.153846,0.454259,0.506826,0.401709,0.860377,0.547076,0.01
0.581579,0.640316,0.385621,0.327957,0.358696,0.572414,0.483122,0.346154,0.394322,0.262799,0.239316,0.65283,0.286733,0.01
0.2,0.274704,0.705882,0.919355,0.23913,0.396552,0.400844,0.846154,0.425868,0.146758,0.367521,0.441509,0.134094,0.02
0.65,0.470356,0.601307,0.677419,0.576087,0.144828,0.259494,0.153846,0.264984,0.624573,0.042735,0.011321,0.158345,0.03
0.563158,0.879447,0.405229,0.569892,0.25,0.262069,0.061181,0.903846,0.359621,0.564846,0.051282,0.079245,0.31883,0.03
0.515789,0.183794,0.588235,1,0.75,0.8,0.537975,0.134615,0.488959,0.176621,0.65812,0.841509,0.50428,0.02
0.444737,0.199605,0.379085,0.596774,0.152174,0.137931,0.299578,0.653846,0.384858,0.172355,0.290598,0.433962,0.149786,0.02
0.807895,0.280632,0.392157,0.354839,0.380435,0.67931,0.628692,0.153846,0.621451,0.381399,0.606838,0.716981,0.878745,0.01
0.331579,0.132411,0.183007,0.247312,0.163043,0.541379,0.455696,0.288462,0.429022,0.138225,0.589744,0.554717,0.10699,0.02
0.75,0.849802,0.346405,0.462366,0.108696,0,0,0.5,0.085174,0.308874,0.034188,0.022642,0.097718,0.03
0.113158,0.592885,0.078431,0.435484,0.402174,0.758621,0.472574,0.192308,1,0.138225,0.179487,0.581132,0.202568,0.02
0.331579,0.480237,0.333333,0.354839,0.195652,0.644828,0.559072,0.596154,0.757098,0.087031,0.752137,0.588679,0.091298,0.02
0.365789,0.729249,0.673203,0.811828,0.347826,0.42069,0.377637,0.557692,0.410095,0.068259,0.324786,0.698113,0.062054,0.02
0.276316,0.264822,0,0.327957,0.293478,0.431034,0.386076,0.230769,0.312303,0.172355,0.623932,0.637736,0.308131,0.02
0.368421,0.156126,0.385621,0.543011,0.173913,0.606897,0.592827,0.480769,0.429022,0.226962,0.128205,0.592453,0.052782,0.02
